stage,case_id,substrate,exponent,method,N,median_error_m,spec_json,archive,member,raw_sha256
exact7,exact7__recovered29__D10000__f7__d6,recovered29,4.7,ABS,2498,861.4931935247661,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d6.npz,1ac3c300183cdd7d04cf89d0536fd888d76e8cf8070f73698666e16444bf734b
exact7,exact7__recovered29__D10000__f7__d6,recovered29,4.7,DIFF,2498,1254.717515010736,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d6.npz,1ac3c300183cdd7d04cf89d0536fd888d76e8cf8070f73698666e16444bf734b
exact7,exact7__recovered29__D10000__f7__d6,recovered29,4.7,Min-Max,2498,887.3383629359964,"{""D"": 10000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d6.npz,1ac3c300183cdd7d04cf89d0536fd888d76e8cf8070f73698666e16444bf734b
exact7,exact7__recovered29__D10000__f7__d7,recovered29,4.7,WCL,2498,598.8529006035549,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d7.npz,221274da0b76fc3add8957e7180eb1a5c01b436c287d9a5331e854cbf5386a6e
exact7,exact7__recovered29__D10000__f7__d7,recovered29,4.7,ABS,2498,680.3437850206908,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d7.npz,221274da0b76fc3add8957e7180eb1a5c01b436c287d9a5331e854cbf5386a6e
exact7,exact7__recovered29__D10000__f7__d7,recovered29,4.7,DIFF,2498,924.9617839314737,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d7.npz,221274da0b76fc3add8957e7180eb1a5c01b436c287d9a5331e854cbf5386a6e
exact7,exact7__recovered29__D10000__f7__d7,recovered29,4.7,Min-Max,2498,502.45980015218373,"{""D"": 10000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__recovered29__D10000__f7__d7.npz,221274da0b76fc3add8957e7180eb1a5c01b436c287d9a5331e854cbf5386a6e
exact7,exact7__official32_minus71__reference,official32_minus71,4.7,WCL,2498,593.7425223082155,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__reference.npz,69994b540e439a038be3e5b83b689aacdddb2118569c637ccfbce8756627bd49
exact7,exact7__official32_minus71__reference,official32_minus71,4.7,ABS,2498,555.6165186830742,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__reference.npz,69994b540e439a038be3e5b83b689aacdddb2118569c637ccfbce8756627bd49
exact7,exact7__official32_minus71__reference,official32_minus71,4.7,DIFF,2498,1082.7111969409727,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__reference.npz,69994b540e439a038be3e5b83b689aacdddb2118569c637ccfbce8756627bd49
exact7,exact7__official32_minus71__reference,official32_minus71,4.7,Min-Max,2498,478.88143519512585,"{""kind"": ""reference""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__reference.npz,69994b540e439a038be3e5b83b689aacdddb2118569c637ccfbce8756627bd49
exact7,exact7__official32_minus71__D1000__f7__d0,official32_minus71,4.7,WCL,2498,622.5922804116001,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d0.npz,1e5038904b5b86326209dc1796b3401d629b83201c5317a02922e2f0e1bbd2a2
exact7,exact7__official32_minus71__D1000__f7__d0,official32_minus71,4.7,ABS,2498,577.095380859464,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d0.npz,1e5038904b5b86326209dc1796b3401d629b83201c5317a02922e2f0e1bbd2a2
exact7,exact7__official32_minus71__D1000__f7__d0,official32_minus71,4.7,DIFF,2498,1142.811740933194,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d0.npz,1e5038904b5b86326209dc1796b3401d629b83201c5317a02922e2f0e1bbd2a2
exact7,exact7__official32_minus71__D1000__f7__d0,official32_minus71,4.7,Min-Max,2498,488.6033980959122,"{""D"": 1000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d0.npz,1e5038904b5b86326209dc1796b3401d629b83201c5317a02922e2f0e1bbd2a2
exact7,exact7__official32_minus71__D1000__f7__d1,official32_minus71,4.7,WCL,2498,599.5607049586027,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d1.npz,946beba99f46bdc59740152e40001ce593ffbcc22dbc39457be3a83cb035ae52
exact7,exact7__official32_minus71__D1000__f7__d1,official32_minus71,4.7,ABS,2498,566.9827028312095,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d1.npz,946beba99f46bdc59740152e40001ce593ffbcc22dbc39457be3a83cb035ae52
exact7,exact7__official32_minus71__D1000__f7__d1,official32_minus71,4.7,DIFF,2498,1056.2534765645787,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d1.npz,946beba99f46bdc59740152e40001ce593ffbcc22dbc39457be3a83cb035ae52
exact7,exact7__official32_minus71__D1000__f7__d1,official32_minus71,4.7,Min-Max,2498,489.6952509155756,"{""D"": 1000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d1.npz,946beba99f46bdc59740152e40001ce593ffbcc22dbc39457be3a83cb035ae52
exact7,exact7__official32_minus71__D1000__f7__d2,official32_minus71,4.7,WCL,2498,657.5195444273718,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d2.npz,7a27fd7d0477e8604230ecf71baae17abebe74b5a77efaf948f743cba8061206
exact7,exact7__official32_minus71__D1000__f7__d2,official32_minus71,4.7,ABS,2498,571.3764100086468,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d2.npz,7a27fd7d0477e8604230ecf71baae17abebe74b5a77efaf948f743cba8061206
exact7,exact7__official32_minus71__D1000__f7__d2,official32_minus71,4.7,DIFF,2498,1554.9231710950226,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d2.npz,7a27fd7d0477e8604230ecf71baae17abebe74b5a77efaf948f743cba8061206
exact7,exact7__official32_minus71__D1000__f7__d2,official32_minus71,4.7,Min-Max,2498,538.1898294614875,"{""D"": 1000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d2.npz,7a27fd7d0477e8604230ecf71baae17abebe74b5a77efaf948f743cba8061206
exact7,exact7__official32_minus71__D1000__f7__d3,official32_minus71,4.7,WCL,2498,585.0699617320637,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d3.npz,cb42afaaed264c17da1238678e825ea2a0f577e596084ca7d92a73f2cf3dbff0
exact7,exact7__official32_minus71__D1000__f7__d3,official32_minus71,4.7,ABS,2498,564.2825004596522,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d3.npz,cb42afaaed264c17da1238678e825ea2a0f577e596084ca7d92a73f2cf3dbff0
exact7,exact7__official32_minus71__D1000__f7__d3,official32_minus71,4.7,DIFF,2498,1287.5812973342195,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d3.npz,cb42afaaed264c17da1238678e825ea2a0f577e596084ca7d92a73f2cf3dbff0
exact7,exact7__official32_minus71__D1000__f7__d3,official32_minus71,4.7,Min-Max,2498,515.0061473810246,"{""D"": 1000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d3.npz,cb42afaaed264c17da1238678e825ea2a0f577e596084ca7d92a73f2cf3dbff0
exact7,exact7__official32_minus71__D1000__f7__d4,official32_minus71,4.7,WCL,2498,754.9734554390573,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d4.npz,2c98eea1ba27598cd116bad3e40367e092b710ee0e96edf2028282ad937081c4
exact7,exact7__official32_minus71__D1000__f7__d4,official32_minus71,4.7,ABS,2498,685.3948428902359,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d4.npz,2c98eea1ba27598cd116bad3e40367e092b710ee0e96edf2028282ad937081c4
exact7,exact7__official32_minus71__D1000__f7__d4,official32_minus71,4.7,DIFF,2498,1085.5889918282037,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d4.npz,2c98eea1ba27598cd116bad3e40367e092b710ee0e96edf2028282ad937081c4
exact7,exact7__official32_minus71__D1000__f7__d4,official32_minus71,4.7,Min-Max,2498,585.4458444175696,"{""D"": 1000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d4.npz,2c98eea1ba27598cd116bad3e40367e092b710ee0e96edf2028282ad937081c4
exact7,exact7__official32_minus71__D1000__f7__d5,official32_minus71,4.7,WCL,2498,612.1297426059907,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d5.npz,06ed214be3c22f2c39ba6c0584751251722951cca92e03903e45ddbddfbc5e04
exact7,exact7__official32_minus71__D1000__f7__d5,official32_minus71,4.7,ABS,2498,581.6325248977605,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d5.npz,06ed214be3c22f2c39ba6c0584751251722951cca92e03903e45ddbddfbc5e04
exact7,exact7__official32_minus71__D1000__f7__d5,official32_minus71,4.7,DIFF,2498,1089.0400525800583,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d5.npz,06ed214be3c22f2c39ba6c0584751251722951cca92e03903e45ddbddfbc5e04
exact7,exact7__official32_minus71__D1000__f7__d5,official32_minus71,4.7,Min-Max,2498,481.15155737107045,"{""D"": 1000, ""draw"": 5, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d5.npz,06ed214be3c22f2c39ba6c0584751251722951cca92e03903e45ddbddfbc5e04
exact7,exact7__official32_minus71__D1000__f7__d6,official32_minus71,4.7,WCL,2498,718.0542618846537,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d6.npz,8648a4fb518a61895fd550ee3e74f998bfb63b03dc2f83c5bf1aa4cdbf488d60
exact7,exact7__official32_minus71__D1000__f7__d6,official32_minus71,4.7,ABS,2498,586.3835263793933,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d6.npz,8648a4fb518a61895fd550ee3e74f998bfb63b03dc2f83c5bf1aa4cdbf488d60
exact7,exact7__official32_minus71__D1000__f7__d6,official32_minus71,4.7,DIFF,2498,1071.0906761820936,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d6.npz,8648a4fb518a61895fd550ee3e74f998bfb63b03dc2f83c5bf1aa4cdbf488d60
exact7,exact7__official32_minus71__D1000__f7__d6,official32_minus71,4.7,Min-Max,2498,529.3902409866416,"{""D"": 1000, ""draw"": 6, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d6.npz,8648a4fb518a61895fd550ee3e74f998bfb63b03dc2f83c5bf1aa4cdbf488d60
exact7,exact7__official32_minus71__D1000__f7__d7,official32_minus71,4.7,WCL,2498,655.940032945227,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d7.npz,e5abb83819e4fbf701633361080c80d1a5011cf6a836af6d2e1635f25c813256
exact7,exact7__official32_minus71__D1000__f7__d7,official32_minus71,4.7,ABS,2498,596.2547005492884,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d7.npz,e5abb83819e4fbf701633361080c80d1a5011cf6a836af6d2e1635f25c813256
exact7,exact7__official32_minus71__D1000__f7__d7,official32_minus71,4.7,DIFF,2498,1426.7474896815852,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d7.npz,e5abb83819e4fbf701633361080c80d1a5011cf6a836af6d2e1635f25c813256
exact7,exact7__official32_minus71__D1000__f7__d7,official32_minus71,4.7,Min-Max,2498,489.6004404899849,"{""D"": 1000, ""draw"": 7, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D1000__f7__d7.npz,e5abb83819e4fbf701633361080c80d1a5011cf6a836af6d2e1635f25c813256
exact7,exact7__official32_minus71__D10000__f7__d0,official32_minus71,4.7,WCL,2498,668.4370942417768,"{""D"": 10000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d0.npz,d98ef8f4fad0bd04a579086f2c7e4d2b0a09655b9ab7d005d4ec96e2d1c56608
exact7,exact7__official32_minus71__D10000__f7__d0,official32_minus71,4.7,ABS,2498,610.046053308666,"{""D"": 10000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d0.npz,d98ef8f4fad0bd04a579086f2c7e4d2b0a09655b9ab7d005d4ec96e2d1c56608
exact7,exact7__official32_minus71__D10000__f7__d0,official32_minus71,4.7,DIFF,2498,792.0420793667583,"{""D"": 10000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d0.npz,d98ef8f4fad0bd04a579086f2c7e4d2b0a09655b9ab7d005d4ec96e2d1c56608
exact7,exact7__official32_minus71__D10000__f7__d0,official32_minus71,4.7,Min-Max,2498,574.5226904607891,"{""D"": 10000, ""draw"": 0, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d0.npz,d98ef8f4fad0bd04a579086f2c7e4d2b0a09655b9ab7d005d4ec96e2d1c56608
exact7,exact7__official32_minus71__D10000__f7__d1,official32_minus71,4.7,WCL,2498,623.0971609291505,"{""D"": 10000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d1.npz,c2cc810672f2de5a742c2678153973914bd69e0a20bcf5eb11f9185b7daed9bb
exact7,exact7__official32_minus71__D10000__f7__d1,official32_minus71,4.7,ABS,2498,621.1441142775196,"{""D"": 10000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d1.npz,c2cc810672f2de5a742c2678153973914bd69e0a20bcf5eb11f9185b7daed9bb
exact7,exact7__official32_minus71__D10000__f7__d1,official32_minus71,4.7,DIFF,2498,877.7446445123593,"{""D"": 10000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d1.npz,c2cc810672f2de5a742c2678153973914bd69e0a20bcf5eb11f9185b7daed9bb
exact7,exact7__official32_minus71__D10000__f7__d1,official32_minus71,4.7,Min-Max,2498,553.8021140427362,"{""D"": 10000, ""draw"": 1, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d1.npz,c2cc810672f2de5a742c2678153973914bd69e0a20bcf5eb11f9185b7daed9bb
exact7,exact7__official32_minus71__D10000__f7__d2,official32_minus71,4.7,WCL,2498,693.4850073686855,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d2.npz,ab39228cdd7889daca322252c70d479d86adf7a5baf699022fe41296a174434d
exact7,exact7__official32_minus71__D10000__f7__d2,official32_minus71,4.7,ABS,2498,631.3109994680935,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d2.npz,ab39228cdd7889daca322252c70d479d86adf7a5baf699022fe41296a174434d
exact7,exact7__official32_minus71__D10000__f7__d2,official32_minus71,4.7,DIFF,2498,977.843908025148,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d2.npz,ab39228cdd7889daca322252c70d479d86adf7a5baf699022fe41296a174434d
exact7,exact7__official32_minus71__D10000__f7__d2,official32_minus71,4.7,Min-Max,2498,619.2152531442564,"{""D"": 10000, ""draw"": 2, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d2.npz,ab39228cdd7889daca322252c70d479d86adf7a5baf699022fe41296a174434d
exact7,exact7__official32_minus71__D10000__f7__d3,official32_minus71,4.7,WCL,2498,628.4937621693728,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d3.npz,d38eb9b602dd510efe0cc81b9f7d25910c048776ee0c645e1cbddc53e1fc5405
exact7,exact7__official32_minus71__D10000__f7__d3,official32_minus71,4.7,ABS,2498,638.2127735797706,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d3.npz,d38eb9b602dd510efe0cc81b9f7d25910c048776ee0c645e1cbddc53e1fc5405
exact7,exact7__official32_minus71__D10000__f7__d3,official32_minus71,4.7,DIFF,2498,947.4712654179807,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d3.npz,d38eb9b602dd510efe0cc81b9f7d25910c048776ee0c645e1cbddc53e1fc5405
exact7,exact7__official32_minus71__D10000__f7__d3,official32_minus71,4.7,Min-Max,2498,681.189385765439,"{""D"": 10000, ""draw"": 3, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d3.npz,d38eb9b602dd510efe0cc81b9f7d25910c048776ee0c645e1cbddc53e1fc5405
exact7,exact7__official32_minus71__D10000__f7__d4,official32_minus71,4.7,WCL,2498,793.6106766871314,"{""D"": 10000, ""draw"": 4, ""f"": 7, ""kind"": ""fraction""}",results/archives/PAPERB_B9C_REMAINING_AUTHOR_RUN_050926.zip,PAPERB_B9C_REMAINING_AUTHOR_RUN_050926/raw/exact7/exact7__official32_minus71__D10000__f7__d4.npz,d6fe2175b77a099336dbe84efcfbee4775c9ce4c6eed4ce46b07fc0a8ca3c9ac
